,average,country,genre,language,release_date,title,votes
10231,7.1, 匈牙利 / 德国 / 瑞典,['剧情'], 匈牙利语 / 英语,2014-05-17,白色上帝 Fehér isten,4194.0
10232,7.1, 英国 / 意大利,"['剧情', '悬疑', '恐怖']", 英语 / 意大利语,1973-12-09,威尼斯疑魂 Don't Look Now,2784.0
10233,7.1, 法国,['剧情'], 法语,2017-05-23,年轻女子 Jeune femme,2707.0
10234,7.1, 印度,['喜剧'], 印地语,2018-04-06,勒索 Blackmail,2761.0
10235,7.2, 日本 / 美国,"['剧情', '动作', '冒险', '运动']", 日语 / 英语,2006-04-29,那年夏天的第一次 キャッチ ア ウェーブ,
10236,7.0, 美国 / 德国 / 澳大利亚,"['剧情', '家庭', '奇幻', '冒险']", 英语,2009-10-16,野兽家园 Where the Wild Things Are,16164.0
10237,7.0, 美国,"['动作', '惊悚', '犯罪']", 英语,1987-03-06,致命武器 Lethal Weapon,4609.0
10241,7.0, 韩国,"['剧情', '爱情', '历史']", 韩语 / 日语 / 汉语普通话,2018-10-05,咏鹅 군산: 거위를 노래하다,3926.0
10242,6.9, 美国,['喜剧'], 英语,2004-05-07,纽约时刻 New York Minute,14474.0
10243,6.9, 美国,"['家庭', '奇幻', '冒险']", 英语,1991-12-11,铁钩船长 Hook,4510.0
10244,6.9, 日本 / 法国,['剧情'], 日语,2007-06-23,殡之森 殯の森,3524.0
10246,6.9, 韩国,['爱情'], 韩语,1999-02-13,白色情人节 화이트 발렌타인,2662.0
10247,6.9, 中国香港,['喜剧'], 粤语,1988-05-19,双肥临门,2451.0
10248,6.9, 英国 / 加拿大,['剧情'], 英语,2018-09-10,约翰·多诺万的死与生 The Death And Life of John F. Donovan,2637.0
10249,6.9, 意大利 / 瑞士,"['悬疑', '惊悚', '恐怖']", 意大利语 / 瑞士德语 / 丹麦语,1985-01-31,神话 Phenomena,1189.0
10250,6.8, 中国台湾,"['剧情', '爱情']", 汉语普通话,2009-11-27,夏天协奏曲 夏天協奏曲,22690.0
10251,6.8, 中国台湾,"['剧情', '喜剧']", 汉语普通话 / 闽南语,2011-01-28,鸡排英雄 雞排英雄,12747.0
10252,6.8, 英国 / 美国,"['剧情', '喜剧', '爱情']", 英语,2006-11-10,恋爱学分 Starter for 10,13331.0
10253,6.8, 日本,"['动作', '恐怖', '奇幻']", 日语,2007-01-06,多罗罗 どろろ,10166.0
10254,6.8, 英国,"['爱情', '音乐', '歌舞']", 英语,2011-09-08,舞力对决 StreetDance 3D,6272.0
10256,6.8, 中国香港,"['喜剧', '爱情']", 粤语,1986-10-30,义盖云天 義蓋雲天,4299.0
10257,6.8, 中国香港,"['喜剧', '动作']", 粤语,1991-06-13,表姐，你好嘢！2,2537.0
10258,6.7, 美国,"['剧情', '喜剧', '动作']", 英语,2011-04-01,超级英雄 Super,11177.0
10259,6.7, 法国 / 墨西哥 / 美国,"['喜剧', '动作', '犯罪', '西部']", 英语 / 西班牙语,2006-06-30,侠盗魅影 Bandidas,8346.0
10261,6.7, 韩国,['剧情'], 韩语,2012-11-29,26年 26년,5472.0
10262,6.7, 美国,"['动作', '奇幻', '冒险']", 英语,1982-05-14,野蛮人柯南 Conan the Barbarian,2078.0
10263,6.7, 美国,"['剧情', '战争']", 英语,2019-10-19,最后一搏 The Last Full Measure,2017.0
10264,6.7, 日本,"['剧情', '悬疑', '惊悚']", 日语,2019-09-20,看不见的目击者 見えない目撃者,1514.0
10265,6.7, 中国台湾,['剧情'], 汉语普通话,2014-07-01,回光奏鸣曲 迴光奏鳴曲,1199.0
10266,6.7, 日本,['喜剧'], 日语,2018-06-09,无用之人 終わった人,616.0
10269,6.6, 法国 / 德国 / 西班牙 / 意大利 / 比利时,"['喜剧', '家庭', '奇幻', '冒险']", 法语 / 葡萄牙语,2008-01-13,高卢英雄大战凯撒王子 Astérix aux jeux olympiques,3521.0
10271,6.6, 中国香港,"['剧情', '爱情']", 粤语,2013-09-12,第一次不是你,3201.0
10272,6.6, 日本,"['剧情', '悬疑', '惊悚']", 日语,2019-06-28,新闻记者 新聞記者,2771.0
10273,6.6, 中国大陆,"['剧情', '历史']", 汉语普通话,2019-05-15,周恩来回延安,2369.0
10274,6.5, 美国,"['剧情', '喜剧', '爱情']", 英语,1999-04-09,一吻定江山 Never Been Kissed,5563.0
10275,6.5, 法国,"['喜剧', '恐怖']", 英语,2010-11-10,橡皮轮胎杀手 Rubber,5723.0
10276,6.5, 美国,"['喜剧', '冒险']", 英语,2011-11-04,猪头逛大街3 A Very Harold & Kumar 3D Christmas,5576.0
10277,6.5, 美国,['喜剧'], 英语,2018-03-10,护航父母 Blockers,5669.0
10278,6.5, 中国香港,"['喜剧', '恐怖', '奇幻']", 粤语,1997-04-12,回转寿尸 迴轉壽屍,3661.0
10279,6.5, 日本,"['动作', '动画']", 日语,2010-12-04,死神剧场版：地狱篇 劇場版BLEACH 地獄篇,3642.0
10281,6.5, 美国,"['剧情', '爱情', '惊悚', '犯罪']", 英语,1990-10-26,激情沸点 The Hot Spot,1896.0
10282,6.5, 日本,['动画'], 日语,2014-07-19,神奇宝贝剧场版：破坏之茧与蒂安希 ポケモン・ザ・ムービーXY 破壊の繭とディアンシー,1729.0
10283,6.4, 韩国,"['剧情', '爱情']", 韩语,2007-08-15,现在和相爱的人在一起吗? 지금 사랑하는 사람과 살고 있습니까?,11648.0
10284,6.4, 美国,"['动作', '悬疑', '惊悚', '恐怖', '奇幻']", 英语 / 拉丁语,1999-11-16,魔鬼末日 End of Days,4799.0
10285,6.4, 美国,['喜剧'], 英语,2017-11-10,老爸当家2 Daddy's Home 2,3410.0
10286,6.4, 美国,"['喜剧', '动作', '惊悚', '犯罪']", 英语 / 俄语,1988-06-17,红色警探 Red Heat,2237.0
10287,6.4, 英国 / 美国,"['动作', '科幻', '冒险']", 英语,1981-05-23,纽约大逃亡 Escape from New York,2050.0
10288,6.4, 英国 / 美国,"['剧情', '爱情', '悬疑']", 英语,2019-01-27,纪念品 The Souvenir,1673.0
10289,6.4, 日本,['剧情'], 日语,2019-09-01,一个船夫的故事 ある船頭の話,498.0
10290,6.3, 中国大陆,"['剧情', '喜剧', '犯罪']", 汉语普通话,2018-05-25,命运速递,6010.0
10291,6.3, 美国,"['剧情', '喜剧', '动作', '惊悚', '传记', '犯罪']", 英语,2004-04-22,威震八方 Walking Tall,6235.0
10292,6.3, 中国香港,['喜剧'], 粤语,1991-03-02,中环英雄 中環英雄,2949.0
10293,6.3, 中国台湾 / 中国香港,"['动作', '奇幻', '武侠', '古装']", 汉语普通话 / 粤语,1991-06-28,千人斩 千人斬,2144.0
10294,6.3, 美国,"['剧情', '恐怖', '犯罪']", 英语,2017-09-23,1922,2340.0
10295,6.2, 美国,"['喜剧', '动作', '爱情', '惊悚']", 英语,2011-03-22,整编特工 Killers,34857.0
10296,6.2, 韩国,['剧情'], 韩语,2007-07-26,花美男连锁恐怖事件 꽃미남 연쇄 테러사건,8264.0
10297,6.2, 中国香港,['科幻'], 粤语,1988-03-10,铁甲无敌玛利亚 鐵甲無敵瑪利亞,2481.0
10298,6.2, 中国香港,"['爱情', '冒险']", 粤语,1994-08-05,杀手的童话 殺手的童話,2176.0
10299,6.2, 加拿大 / 美国,"['剧情', '惊悚', '恐怖']", 英语,2018-01-22,八四年夏天 Summer of 84,2600.0
10300,6.1, 英国,"['剧情', '爱情', '科幻']", 英语 / 西班牙语,2010-09-30,怪兽 Monsters,7601.0
10301,6.1, 中国大陆 / 美国 / 中国香港,['剧情'], 汉语普通话,2005-02-14,美人依旧,6740.0
10302,6.1, 美国,"['喜剧', '恐怖']", 英语,2011-08-19,新天师斗僵尸 Fright Night,6494.0
10304,6.1, 英国 / 法国,"['喜剧', '动作', '犯罪']", 英语,2016-09-08,走火交易 Free Fire,2379.0
10305,6.0, 中国香港,"['剧情', '喜剧', '动作', '爱情']", 粤语,2000-12-15,坏小子特攻 BadBoy特攻,6690.0
10306,6.0, 美国,"['喜剧', '爱情']", 英语,2006-12-01,留级之王2 Van Wilder: The Rise of Taj,5242.0
10307,6.0, 中国香港,['恐怖'], 粤语,2000-03-18,炭烧凶咒,2664.0
10308,6.0, 荷兰,['剧情'], 荷兰语,2013-03-28,诡计 Steekspel,123.0
10309,5.9, 中国香港 / 中国大陆,"['喜剧', '惊悚', '犯罪']", 粤语 / 普通话,2008-12-24,大搜查之女,18982.0
10311,5.9, 中国大陆,"['剧情', '奇幻']", 汉语普通话,2014-06-05,星空日记,2349.0
10312,5.9, 美国,"['惊悚', '恐怖']", 英语,2014-08-25,致命录像带3：病毒 V/H/S Viral,2583.0
10313,5.9, 美国 / 瑞典,"['剧情', '悬疑', '犯罪']", 英语,2019-06-21,真相漩涡 Spinning Man,2201.0
10314,5.8, 美国,"['喜剧', '家庭']", 英语,2011-11-11,杰克与吉尔 Jack and Jill,7691.0
10315,5.8, 澳大利亚 / 美国,"['动作', '惊悚', '恐怖', '冒险']", 英语,2009-10-15,逃亡鳄鱼岛 Rogue,7236.0
10316,5.8, 中国大陆,"['喜剧', '科幻', '动画']", 汉语普通话,2018-06-16,吃货宇宙,2851.0
10318,5.7, 中国大陆 / 日本,['爱情'], 汉语普通话,2019-04-12,在乎你,4412.0
10319,5.7, 法国 / 比利时,"['喜剧', '动作']", 法语 / 英语 / 俄语 / 乌克兰语,2017-12-08,疯狂特警队 Raid dingue,3376.0
10322,5.7, 美国,"['喜剧', '动作', '动画']", 英语,2017-06-02,内裤队长 Captain Underpants: The First Epic Movie,2208.0
10323,5.6, 中国大陆 / 中国香港,"['剧情', '爱情', '悬疑']", 汉语普通话,2012-03-08,情谜 情謎,13686.0
10325,5.6, 日本,['恐怖'], 日语,2014-06-28,咒怨：终结的开始 呪怨 終わりの始まり,6075.0
10326,5.6, 美国,['剧情'], 英语,2012-04-24,樱桃 About Cherry,4782.0
10327,5.6, 美国 / 英国,"['动作', '惊悚', '犯罪']", 英语,2018-06-08,阿尔忒弥斯酒店 Hotel Artemis,3811.0
10328,5.5, 美国,"['剧情', '喜剧', '犯罪']", 英语,2012-09-05,春假 Spring Breakers,12690.0
10329,5.5, 中国大陆 / 中国香港,['动作'], 粤语 / 汉语普通话,2010-11-02,功夫·咏春,3138.0
10330,5.5, 美国,"['惊悚', '恐怖', '奇幻']", 英语,2013-09-06,复仇之角 Horns,4101.0
10331,5.5, 日本,['动画'], 日语,2013-12-27,全职猎人剧场版：最后的任务 劇場版 HUNTER×HUNTER The LAST MISSION,2132.0
10333,5.4, 中国大陆,"['喜剧', '爱情']", 汉语普通话,2013-01-11,大叔，我爱你,8555.0
10335,5.4, 美国 / 意大利,"['剧情', '悬疑', '惊悚']", 英语,2017-04-28,墙里的声音 Voice from the Stone,2711.0
10339,5.0, 美国,"['惊悚', '恐怖']", 英语,2016-09-11,布莱尔女巫 Blair Witch,2337.0
10340,4.9, 美国,['喜剧'], 英语,2008-08-29,灾难大电影 Disaster Movie,6337.0
10341,4.9, 中国大陆,['喜剧'], 汉语普通话,2015-09-11,斗地主,3250.0
10343,4.8, 中国大陆,"['动画', '奇幻', '冒险']", 汉语普通话,2012-06-28,赛尔号大电影2之雷伊与迈尔斯,1120.0
10344,4.5, 中国大陆 / 泰国 / 马来西亚,"['悬疑', '恐怖']", 汉语普通话 / 英语,2019-07-19,看不见的小孩,1884.0
10345,4.4, 韩国,['爱情'], 韩语,2016-10-25,两个小姨子 두처제,452.0
10346,4.3, 中国香港,"['动作', '惊悚']", 粤语 / 汉语普通话,2010-01-21,灭门 滅門,4960.0
10347,4.3, 中国台湾,"['喜剧', '爱情']", 汉语普通话,2018-11-16,有五个姐姐的我就注定要单身了啊！！ 有五個姊姊的我就註定要單身了啊！！,2464.0
10348,3.9, 中国大陆 / 中国香港 / 美国,"['喜剧', '动作', '犯罪']", 汉语普通话,2018-08-03,解码游戏,4226.0
10349,3.9, 中国台湾 / 中国大陆 / 中国香港,"['喜剧', '爱情']", 汉语普通话,2014-07-10,大宅男 大宅們,3799.0
10350,3.9, 中国大陆,"['喜剧', '爱情']", 汉语普通话,2016-11-25,最萌身高差,3724.0
10351,3.8, 中国大陆,"['喜剧', '爱情']", 汉语普通话,2015-11-13,年少轻狂,2981.0
10353,3.8, 美国,"['喜剧', '科幻', '恐怖']", 英语,2016-07-31,鲨卷风4：四度觉醒 Sharknado 4: The 4th Awakens,619.0
10354,3.6, 中国大陆 / 中国澳门,"['剧情', '悬疑', '犯罪']", 粤语 / 汉语普通话,2018-12-09,迷局伏香,763.0
10355,3.2, 中国大陆,"['悬疑', '惊悚']", 汉语普通话,2015-07-03,张震讲故事之鬼迷心窍,4667.0
10356,3.2, 中国大陆,['喜剧'], 汉语普通话,2017-11-10,兄弟，别闹！,2194.0
10357,3.1, 中国大陆,"['动作', '爱情']", 汉语普通话,2014-03-21,英雄之战,9110.0
10358,3.1, 中国大陆,"['动作', '爱情', '武侠', '古装']", 汉语普通话,2016-03-25,喜乐长安,2837.0
10359,9.4, 美国,"['剧情', '喜剧', '动画']", english,2002-01-21,拽妹黛薇儿要上大学了没 Daria: Is it College Yet?,1549.0
10360,9.4, 英国,['音乐'], 英语,2014-10-11,单向乐队：我们所到之处 One Direction: Where We Are - The Concert Film,641.0
10361,7.2,,,,,米兰达：笑死了之10年大团聚 Miranda: My Such Fun Celebration,
10363,8.9, 英国,"['剧情', '科幻', '冒险']", 英语,2007-12-25,神秘博士：诅咒之旅 Doctor Who: Voyage of the Damned,4859.0
10364,8.9, 日本,"['动画', '运动']", 日语,2015-09-18,排球少年剧场版：胜者与败者 劇場版 ハイキュー!! 勝者と敗者,986.0
10365,8.8, 美国,"['剧情', '传记']", 英语,1999-12-05,相约星期二 Tuesdays with Morrie,4091.0
10367,8.8, 美国,"['喜剧', '脱口秀']", 英语,2018-03-13,瑞奇·热维斯：人性 Ricky Gervais: Humanity,1923.0
10368,8.7, 英国,"['悬疑', '惊悚', '恐怖']", 英语 / 法语,1945-09-04,死亡之夜 Dead of Night,2755.0
10369,8.7, 日本,"['剧情', '战争']", 日语 / 汉语普通话,1959-01-15,人间的条件(第一、二部) 人間の條件,2418.0
10370,7.2,,,,,HT~赤道の真下で、鍋をつつく~,
10372,8.6, 日本,['剧情'], 日语,2004-03-01,生活艰难所以快乐 ピカ☆☆ンチ LIFE IS HARDだからHAPPY,6216.0
10374,8.6, 波兰,"['剧情', '战争']", 波兰语 / 德语,1957-04-20,下水道 Kanał,1690.0
10375,8.6, 日本,"['爱情', '动画', '同性']", 日语,2015-12-01,纯情罗曼史 OAD2 純情ロマンチカ OAD2,1160.0
10376,8.5, 德国,"['剧情', '音乐']", 德语,2006-06-23,情键四分钟 Vier Minuten,8119.0
10377,8.5, 日本,"['剧情', '动画', '奇幻']", 日语,2013-05-10,圣哥传 聖☆おにいさん,7483.0
10378,8.5, 日本,"['剧情', '动画']", 日语,2009-12-12,人间失格 剧场版 人間失格 ディレクターズカット版,4535.0
10379,8.5, 日本,['剧情'], 日语,1939-10-10,残菊物语 殘菊物語,2601.0
10380,7.2,,,,,灌篮高手 剧场版2 スラムダンク 全国制覇だ! 桜木花道,
10381,8.5, 中国香港,['爱情'], 粤语,1988,梦边缘,1215.0
10382,8.4, 中国台湾,['剧情'], 闽南语 / 汉语普通话,1983-01-29,小毕的故事 小畢的故事,5655.0
10383,8.4, 日本,"['剧情', '家庭']", 日语,1958-09-07,彼岸花,5136.0
10384,8.4, 法国,"['剧情', '同性']", 法语,1964-09-04,特殊的友情 Les amitiés particulières,3228.0
10385,8.4, 日本,['剧情'], 日语,1958-04-22,无法松的一生 無法松の一生,2208.0
10387,8.3, 日本,"['剧情', '动作', '科幻', '动画', '犯罪']", 英语 / 日语,1989-07-15,机动警察剧场版1 機動警察パトレイバー the Movie,5247.0
10388,8.3, 英国,"['剧情', '历史', '灾难']", 英语 / 俄语 / 波兰语 / 德语 / 意大利语,1958-07-01,冰海沉船 A Night to Remember,2972.0
10389,8.3, 美国,"['喜剧', '脱口秀']", 英语,2017-04-04,路易·C·K 二〇一七 Louis C.K. 2017,3396.0
10390,8.3, 西班牙 / 法国,"['剧情', '爱情']", 西班牙语,1983-05-19,南方 El sur,2936.0
10391,8.3, 日本,"['动画', '恐怖', '奇幻']", 日语,1985,吸血鬼猎人D 吸血鬼ハンターD,2632.0
10392,8.3, 英国,"['剧情', '悬疑', '犯罪']", 英语,1990-01-07,悬崖山庄奇案 Poirot: Peril at End House,1939.0
10393,7.2, 日本,['动画'], 日语,1993-02-24,龙珠Z特别篇：绝望的反抗!! 仅存的超战士悟饭和特兰克斯 ドラゴンボールZ 絶望への反抗!!残された超戦士・悟飯とトランクス,
10394,8.3, 美国,"['动画', '冒险']", 英语,2003-03-21,小猪大行动 Piglet's Big Movie,1300.0
10396,8.2, 加拿大 / 意大利 / 英国,"['剧情', '爱情', '悬疑', '音乐']", 法语 / 英语 / 汉语普通话 / 意大利语 / 德语,1998-11-13,红色小提琴 Le violon rouge,14595.0
10397,8.2, 巴西,"['剧情', '传记', '历史']", 葡萄牙语,2018-01-05,尼斯·疯狂的心 Nise - O Coração da Loucura,5852.0
10398,8.2, 日本,"['剧情', '爱情']", 日语,2004-10-30,隐剑鬼爪 隠し剣 鬼の爪,5616.0
10399,8.2, 美国,"['剧情', '爱情']", 英语,1973-10-17,往日情怀 The Way We Were,4442.0
10400,8.2, 美国 / 巴西,"['剧情', '同性']", 英语 / 法语 / 葡萄牙语 / 德语,1985-07-26,蜘蛛女之吻 Kiss of the Spider Woman,4539.0
10403,8.2, 日本,"['剧情', '喜剧', '动画']", 日语,2012-09-26,妖狐×仆SS  TV未放送第13话 妖狐×僕SS  TV未放送の第13話,2945.0
10404,8.2, 美国,"['剧情', '爱情']", 英语 / 意大利语,1974-11-18,醉酒的女人 A Woman Under the Influence,2261.0
10405,8.2, 日本,"['剧情', '动画', '运动']", 日语,2017-04-22,男子游泳部剧场版：永恒的混合泳之羁绊 劇場版 Free! -Timeless Medley- 絆,660.0
10406,8.1, 印度,['剧情'], 印地语 / 日语 / 西班牙语 / 英语,2011-07-15,人生不再重来 Zindagi Na Milegi Dobara,10387.0
10407,8.1, 美国,"['剧情', '家庭']", 英语,2011-06-24,更好的生活 A Better Life,8693.0
10408,8.1, 美国 / 澳大利亚,"['剧情', '悬疑', '惊悚']", 英语,2001-09-28,亚特兰蒂斯之心 Hearts in Atlantis,7522.0
10409,8.1, 以色列 / 法国 / 美国,"['剧情', '音乐']", 希伯来语 / 阿拉伯语 / 英语,2007-05-19,乐队来访 ביקור התזמורת,5488.0
10410,8.1, 美国,"['剧情', '喜剧']", 英语 / 俄语 / 意大利语,1979-12-19,富贵逼人来 Being There,4603.0
10411,8.1, 美国,"['剧情', '犯罪']", 英语,1967-11-01,铁窗喋血 Cool Hand Luke,4548.0
10412,8.1, 比利时 / 法国,['剧情'], 法语,2002-10-23,他人之子 Le fils,3594.0
10413,8.1, 中国大陆,"['动作', '悬疑', '武侠', '古装']", 汉语普通话,2015-01-22,侠僧探案传奇之大夜叉,3591.0
10414,8.1, 芬兰,"['喜剧', '爱情']", 芬兰语,1986-10-17,天堂孤影 Varjoja paratiisissa,2755.0
10415,8.1, 日本,"['剧情', '动画']", 日语,2014-07-02,境界的彼方 TV未放送话 境界の彼方 未放映エピソード（第0話）,1447.0
10416,7.2, 日本,['动画'], 日语,,珈百璃的堕落 OVA2 天使的礼物 ガヴリールドロップアウト 天使の贈り物,
10418,8.0, 中国,['动画'], 汉语,1962,等明天,3369.0
10419,8.0, 美国,"['剧情', '同性']", 英语,1961-12-19,双姝怨 The Children's Hour,3516.0
10420,8.0, 巴西,"['同性', '传记']", 英语 / 葡萄牙语,2013-08-09,月光诗篇 Flores Raras,3348.0
10421,8.0, 法国 / 瑞典,['剧情'], 法语 / 瑞典语 / 英语,1966-03-22,男性，女性 Masculin féminin,2713.0
10422,8.0, 土耳其,"['剧情', '爱情']", 土耳其语,2015-12-25,有毒蜂蜜 Delibal,2800.0
10423,8.0, 中国大陆,"['剧情', '战争']", 汉语普通话,2017-03-08,我的上高,2408.0
10424,8.0, 美国,"['剧情', '喜剧', '爱情', '奇幻']", 英语,1993-08-13,穿梭阴阳间 Heart and Souls,1668.0
10425,7.9, 英国 / 德国,"['剧情', '悬疑', '惊悚']", 英语 / 法语 / 意大利语,2011-10-28,匿名者 Anonymous,12325.0
10426,7.9, 日本,['剧情'], 日语,1976-12-25,春琴抄,5042.0
10427,7.9, 美国,"['剧情', '喜剧']", 英语,2002-12-20,关于施密特 About Schmidt,4963.0
10428,7.9, 法国 / 黎巴嫩 / 埃及 / 意大利,"['剧情', '喜剧']", 阿拉伯语 / 英语 / 俄语,2011-09-14,吾等何处去 وهلّأ لوين؟,2334.0
10429,7.9, 意大利 / 美国,['剧情'], 意大利语 / 英语 / 西班牙语 / 德语 / 法语,1950-02-15,火山边缘之恋 Stromboli,1752.0
10430,7.9, 日本,"['动作', '动画', '冒险']", 日语,2001-03-03,数码宝贝02：超恶魔兽的反击 デジモンアドベンチャー02 ディアボロモンの逆襲,1501.0
10431,7.8, 美国,"['剧情', '喜剧', '爱情', '同性']", 英语 / 法语,2010-09-11,初学者 Beginners,18943.0
10432,7.8, 法国 / 荷兰 / 瑞士 / 比利时,"['动画', '家庭', '犯罪']", 法语,2010-12-15,猫在巴黎 Une vie de chat,15388.0
10433,7.8, 法国,"['剧情', '喜剧', '爱情', '历史']", 法语,1990-03-28,大鼻子情圣 Cyrano de Bergerac,9218.0
10434,7.8, 美国 / 英国,"['剧情', '传记', '历史', '战争']", 英语 / 德语,2015-02-09,金衣女人 Woman in Gold,8955.0
10435,7.8, 英国,"['剧情', '爱情', '悬疑']", 英语,2007-08-31,在屋顶上流浪 Hallam Foe,7853.0
10437,7.8, 中国香港 / 中国大陆,['剧情'], 蒙古语,1997-04-02,黑骏马 黑駿馬,3078.0
