R,F,M
616,1,9
889,1,3966
697,2,5326
739,1,7198
714,1,2795.1
767,1,418.8
754,1,1108
766,5,3224.7
615,1,159
653,1,89
664,1,159
928,3,84.1
919,4,7006
803,1,3148
807,1,299
662,1,49
731,2,5666
696,2,158.9
865,1,9.9
730,2,1188
685,1,45
740,1,429
756,1,2999
688,1,79
698,1,69
612,1,259
815,1,98
821,1,4199
700,1,990
651,1,3752.6
883,1,597
720,1,759
763,1,21
703,1,118
814,1,3699
868,1,499
667,13,8499.2
628,1,429
820,1,3238
761,1,168
705,1,5738
810,1,867
767,1,990
654,1,289
791,1,3498
914,4,8909
819,1,799
814,1,3639
739,1,3488
764,1,399
732,1,2
753,1,340
696,1,96
659,1,875
688,1,139
690,1,3566
726,1,96
893,1,99
721,2,403
876,5,4328.9
746,1,19
727,1,398
882,1,1249
761,1,2599
913,4,3484.9
863,4,1735
752,1,788
654,1,299
659,1,3668
879,1,196
737,1,5199
702,1,1695
649,1,1
654,1,2698
785,1,699
724,1,1280
706,1,84.7
622,1,99
790,1,299
799,1,59
667,9,6215.9
654,1,3079
877,1,618
798,1,319
815,1,26.9
767,1,49
680,1,1
757,1,5
692,1,89
720,1,2666
654,1,2688
778,1,3198
783,1,138
684,1,99
868,1,2199
866,1,1388
866,1,3079
795,1,99
898,1,747
696,1,279
899,1,1385
770,1,1799
726,1,1459
776,1,11378
681,1,49
631,1,466
923,3,6226
659,1,4599
657,1,99
895,1,2799
754,1,39
892,1,95
664,1,99
767,1,188
898,1,848
622,2,2509
609,1,119
690,1,89
814,1,45
862,1,69
723,1,99
668,9,7918
614,5,44446
746,1,99
656,1,5188
762,1,861
740,1,96
789,1,339
695,1,3788
627,1,29
611,1,1998
665,1,18
918,4,3046
798,1,3799
609,1,99
713,1,139
643,1,1248
701,1,699
756,1,5999
680,1,99
723,1,119
814,1,59
815,1,1248
720,1,1752
654,1,3
717,1,219
649,1,4166
887,1,1149
809,1,79
631,2,4370.8
918,4,378.8
915,4,3537.1
754,1,999
747,1,168
721,1,339
767,1,399
863,1,29
733,2,8798
789,1,3599
667,1,2588
762,1,89
872,1,3199
874,1,97
756,1,649
879,2,107
744,1,999
775,1,189
720,1,328
877,1,149
697,1,39.9
922,3,5906
817,1,2288
822,1,399
628,1,5288
626,1,138
612,1,9.9
620,1,99
779,1,379
787,1,119
714,1,59.4
773,1,3580
820,1,2299
769,1,638
894,1,5
718,1,49
735,1,159
799,1,3698
885,1,398
747,2,1388
623,1,9
650,1,198
764,1,8489
722,1,49
773,1,99
737,1,225
745,1,1399
755,1,39
646,1,2
764,1,88
699,1,149
644,1,888
894,1,3799
885,1,8288
646,1,259
813,1,3356
776,1,99
742,1,199
897,1,11147
645,1,44
712,1,3876
752,1,49
877,1,245
924,3,2097
860,1,399
785,1,3598
802,1,95
889,1,198
762,1,49
867,1,316
918,4,3965
710,1,49
623,1,29
864,1,49
773,1,5798
694,1,96
862,1,2188
686,1,19
882,1,3799
892,1,281.9
900,10,13222.9
819,1,4899
917,4,2512.3
889,1,4389
803,1,1999
690,1,1590
721,1,5
727,1,133
697,1,1248
663,1,765
665,1,36
863,1,218
887,1,2428
895,1,179
681,1,1278
803,1,216
719,1,88
609,1,1799
821,1,4599
617,2,2
880,1,1038
690,1,99
928,3,3677
759,1,89
741,1,6497
751,1,1449
618,1,96
699,1,3388
737,3,165
731,1,39
706,1,5199
734,1,4398
690,1,3788
658,1,1518
690,1,89
765,1,88
710,1,79
747,1,99
883,1,29.7
889,1,49
733,1,279
737,1,99
738,1,269
730,1,89
882,1,2880
715,1,999
719,1,59
709,1,3498
614,1,59
750,1,25
721,1,118
880,1,1
613,1,3799
619,1,97
721,1,388
923,3,372
736,1,69
687,1,2997.9
697,1,248
678,1,69
799,1,44
649,1,199
875,1,3966
687,1,68
898,1,3388
796,1,4999
875,1,39
930,3,7166
762,1,96
863,1,379
886,1,179
689,1,199.4
612,1,199
713,1,199.4
747,1,138
712,1,8488
769,1,399
751,1,2799
629,1,788
668,10,1824.2
661,1,389
917,4,4176.2
923,3,2867.9
631,1,3
611,1,49
864,1,118
746,1,2998
652,1,238
920,4,5033
924,3,4457.9
914,4,6294.1
768,1,7499
720,1,299
769,1,97
740,1,5
706,1,1299
897,1,1248
792,1,1699
710,1,1978
714,1,19
718,1,318
698,2,19.8
897,1,398
755,1,10.1
681,1,199
710,1,79
759,1,759
761,1,458
699,1,2598
680,1,98
802,1,2966
804,1,69
806,1,99
882,1,99
913,4,7812.6
701,3,13033
916,4,3695
747,3,307
668,9,11639.1
816,1,3288
680,1,3899
916,4,5697
761,1,59
685,1,1599
694,1,1360
683,1,3088
787,1,178
799,1,3099
929,3,1857.9
623,1,5288
791,1,3098
871,1,3649
895,1,39.9
812,1,169.9
610,1,39.9
706,1,799.5
782,1,3399
707,1,779
886,1,4699
611,1,11.9
926,3,973.9
789,1,153
689,1,95
823,1,4078
773,1,1098
782,1,142.5
775,1,28
756,1,96
804,1,3799
689,1,174
799,1,1299
917,4,508.4
626,1,219
659,1,378
731,1,2775
681,1,96
878,1,199
772,1,999
709,1,3698
739,1,89
876,1,1296
776,1,59
757,1,1148
701,1,129
687,1,10496
873,1,25
816,1,1445
786,1,169
785,1,189
722,1,4336
683,1,1
612,1,699
699,1,399
788,1,1818
919,4,1645.8
795,1,69
631,1,128
685,1,32
738,1,6589
757,1,29.7
882,1,98.3
718,1,119
678,1,4689
817,1,269
697,1,1799
973,1,3999
658,1,1299
755,1,99
733,1,10799
930,3,5277.9
718,1,299
817,1,119
689,1,39
765,1,1799
745,1,119.8
726,1,294.9
630,1,199.4
763,1,199.4
790,1,199
623,1,199.4
649,1,399
746,1,3069
752,1,12.9
870,1,495
658,1,179
788,1,39
694,1,1766
660,1,1109
900,10,4785.4
779,1,119
755,1,189
627,1,133
613,1,4166
769,1,2188
727,1,339
628,2,358.8
761,1,50
619,1,119
792,1,49
798,1,79
708,1,96
869,1,1248
760,1,5818
702,1,96
786,1,549
813,2,1208.9
735,1,378
872,1,79
899,1,555
610,1,59
632,1,4599
748,1,33
810,1,68
919,4,3115.3
924,3,188.6
623,1,3999
716,1,69
625,1,69
645,1,6599
729,1,11677
748,1,239
776,1,88
613,1,10
740,1,3599
787,1,4188
667,9,10205.3
704,1,39
680,1,299
690,1,279
794,1,1120
613,1,5
796,1,3598
824,1,2999
767,2,558
790,1,338
725,1,3149
878,1,99
928,3,5544
678,1,599
753,1,688
701,1,79
776,1,416
802,1,79
699,1,88
789,1,3699
777,1,4199
663,1,7399
864,1,3422.1
617,1,7398
917,4,1106.6
917,4,3668
775,1,349
659,1,1028
692,1,1098
710,1,159
688,1,81
650,1,95
711,1,69
807,1,169
871,1,99
913,4,506.2
651,1,3588
890,1,1279
818,1,96
613,1,3
778,1,96
927,3,270.9
921,4,541
811,1,4399
820,1,379
770,1,940
717,2,286
624,1,588
796,1,20.1
746,1,99
798,2,157.9
799,1,3546
804,1,69
694,1,799
646,1,1098
665,1,49
821,1,249
775,1,49
796,1,198
926,3,7176
680,1,788
620,1,987
920,4,10800
812,1,187.4
783,1,95
805,1,59
746,1,18.9
651,1,39
782,1,3588
802,1,149
825,16,22773.4
737,1,339
864,1,5
744,1,11.1
811,1,298
875,1,1599
780,2,2998
900,11,13965.9
700,1,5589
788,1,1
771,1,1
918,4,2720
812,1,79
816,1,8198
871,1,3148
705,1,55
788,1,399
825,16,20177.1
815,1,2698
746,1,9
811,1,368
766,1,399
708,1,1099
711,1,2990
648,1,139
668,9,14295.9
900,10,8838.9
703,1,98
794,1,899
928,3,3136
617,1,1199
790,1,99
692,1,199
769,1,4288
802,1,179
866,1,2799
882,1,3588
656,1,3588
785,1,358
729,1,399
649,1,898
864,1,989
786,1,38
798,2,168
823,1,3988
686,1,3588
916,4,4524.5
776,1,829
691,1,199
898,1,6158
686,1,9
884,1,29.9
881,1,2999
648,1,329
814,1,1780
913,8,2640.4
709,1,53
892,1,109
888,1,98
811,1,149
778,1,749
618,1,699
612,1,2099
712,1,96
609,2,1918.8
821,1,5
760,1,3588
727,5,1644
884,1,3790
879,1,2988
808,1,14886
718,1,59
688,1,450
803,1,758
705,1,32
785,1,119
752,1,4949
662,1,199
644,1,499
609,1,3099
776,1,788
893,1,2288
759,1,3699
798,1,8999
691,1,1567
701,1,79
884,1,9.9
647,1,28.9
732,1,3498
759,1,3788
873,1,89.9
802,1,999
626,1,99
720,1,54
916,4,5360
624,5,995.4
710,1,8
925,3,1225.5
609,1,399
877,1,179
677,1,749
877,1,1549
772,1,88
780,1,1999
731,1,399
706,1,79
737,5,7756.6
680,1,6278
653,1,139
610,1,49
815,1,129
803,1,2026
789,1,96
866,2,104
631,1,109
613,1,569
656,2,98
819,1,157
878,1,3188
820,1,256
624,1,29
728,1,49
906,13,19721
664,1,49
882,1,9.9
684,1,299
618,1,48.5
621,1,1488
886,1,55
869,1,98
666,1,788
759,1,147
693,1,50
735,2,3041.8
866,1,79
809,1,4299
632,47,47877.9
719,1,1488
701,1,49
654,1,89
610,1,1538
656,2,74
678,1,2536
693,1,88
781,1,29
929,3,957.9
692,1,128
620,1,34
681,1,49.5
654,1,888
879,1,1856
699,1,2588
664,1,39
694,1,1690
867,1,1999
619,1,99
627,1,1999
803,1,598
682,1,3799
806,1,209.7
861,1,1399
890,1,2168
913,4,671
709,1,699
917,4,19174.9
686,1,295
794,1,980
766,1,34
684,1,298
631,1,295
895,1,3435
900,10,9085.5
739,1,85
696,1,4288
915,4,3156
688,1,89
886,1,499
740,1,299
690,1,29
614,1,468
757,1,39
920,4,7163
803,1,522
724,1,4666
772,1,3999
609,1,699
720,1,69
880,1,189
622,1,88
870,1,2559
609,1,598
815,1,769
772,1,2168
716,1,29
783,1,2288
771,1,1298
679,1,999
866,1,1459
626,1,4567
801,1,594
797,1,3099
725,1,2018
630,1,498
784,1,89
624,1,455
735,1,275.9
778,1,49
709,1,899
785,1,396
628,1,98
696,1,3499
630,1,22
918,4,2085
624,1,3699
696,1,369
921,4,4390
727,1,95
701,1,139
681,1,69
821,1,249
820,1,50
692,1,7649
885,1,3699
610,1,3966
609,1,28.9
765,1,96
809,1,5818
738,1,96
882,1,3850
773,1,218
702,1,99
749,1,3179
797,1,49
771,1,2299
797,1,308
701,1,164
665,1,189
878,1,3698
875,1,1
713,1,4789
611,1,788
816,1,3849
821,1,199
783,1,49
705,1,5789
883,1,99
756,1,339
822,1,111.9
666,1,168
865,1,1796
681,1,3999
738,1,109
799,1,679
612,1,55
718,1,4399
799,1,42.9
694,1,148
758,1,1748
781,1,118
710,1,99
883,1,867
794,1,19.9
767,1,44
787,1,5
762,1,759
704,1,1766
615,1,699
761,1,1180
699,1,3999
757,1,89
811,1,1
665,1,299
751,1,1
656,1,11890
613,1,1899
687,1,3199
699,1,3590
666,1,7899
796,1,3588
644,4,4961
881,1,88
889,1,96
677,1,1548
754,1,718
613,1,108
609,1,49
737,1,99
742,1,8288
788,1,178
825,16,21954
914,4,1712
626,1,3188
721,1,299
889,1,4078
805,1,119
918,4,4154.2
823,1,59
804,1,1699
703,1,75
759,1,2178
793,1,399
615,1,1968
696,1,105
894,1,259
778,1,407
777,1,1459
800,1,1148
706,1,248
798,1,889
615,1,2799
685,1,699
809,1,59
776,1,3049
631,7,8659
630,1,1449
652,1,448
811,1,3099
808,1,298.66
613,1,289
726,1,495
766,1,388
728,1,788
612,1,39
733,1,99
884,1,138
784,1,100
609,1,99
801,1,1399
681,1,39
874,1,79
712,1,39
746,1,49
816,1,99
801,1,49
686,1,109
865,1,39
678,1,2178
778,1,99
876,1,55
732,1,399
628,1,79
616,1,318.66
782,1,39
705,1,299
746,1,329
824,1,185
693,1,456.5
776,1,99
658,1,39
742,1,49
737,1,69
695,1,289
644,1,49
726,1,195
758,1,55
863,1,39
774,1,39
928,3,123
694,1,107
610,1,39
920,4,1894.8
725,1,298.66
892,1,448
873,1,39
821,1,99
861,1,219
643,1,69
863,1,185
688,1,89
739,1,99
698,1,49
917,4,692.4
769,1,79
746,1,69
791,1,6280
771,1,79
780,1,69
652,1,486
786,1,3664
787,1,269
698,1,1699
815,1,4659
913,4,1987.9
621,1,1499
764,1,189
906,14,15401.8
762,1,1.9
874,1,998
792,1,99
737,1,3669
894,1,5969
792,3,5.7
747,1,1699
762,1,279
647,1,319
899,1,1.9
917,4,580.8
784,1,7.8
923,3,5583
713,1,4169
773,1,1.9
817,1,3889
780,1,2188
620,1,99
738,1,59
805,1,2999
678,1,798
727,1,76
924,6,10509.2
862,1,254
862,1,3769
723,1,6
875,1,2999
682,1,739
899,1,2799
748,1,299
722,1,7.8
692,1,6
895,1,2969.56
738,1,1699
714,1,99
759,1,1999
662,1,5969
655,1,48
760,1,5969
705,1,1699
810,1,1699
745,1,5199
617,1,76
622,1,178
751,2,3.1
615,1,5969
824,1,398
692,2,7626
823,1,1999
818,1,2199
890,1,1699
888,1,3669
861,1,299
806,1,288
745,1,4669
700,1,199
609,1,998
645,1,1529
690,1,1999
716,1,1699
809,1,3169
652,1,79
782,1,6689
923,3,107.6
707,1,3759
864,1,2299
817,1,39
819,1,2578
774,1,99
735,1,279
727,1,1699
817,1,799
865,1,3658
889,1,94
929,3,6436
746,1,6198
653,1,448
881,1,6198
625,1,279
896,1,2588
929,3,2094.8
724,1,99
771,1,2499
746,1,1688
774,1,7.8
681,1,3769
738,1,48
682,1,288
894,1,139
826,16,5970.9
862,1,76
610,1,5.8
861,1,4.7
745,1,2999
718,1,48
734,1,998
678,1,79
728,1,2899
782,1,49
803,1,39
628,1,360
610,1,279
863,1,5998
746,1,1997
700,1,443
883,1,998
785,1,369
740,1,36.9
889,1,998
735,1,118
814,1,49
812,1,799
655,1,3769
644,1,178
618,1,448
874,1,798
717,1,299
722,1,76
767,1,99
790,1,1799
796,1,2489
744,1,3769
922,3,293.8
630,1,99
924,3,7206
899,1,2599
928,3,322
926,3,2464
630,1,278
652,1,8.9
810,1,988
806,1,7.8
817,1,39
681,1,2388
653,1,99
760,1,3769
719,1,269
779,1,39
867,1,3358
663,1,1299
920,4,4425
822,1,448
691,1,49
914,4,3437.3
861,1,5969
870,1,359
866,1,168
688,1,3669
800,1,1699
735,1,79
694,1,798
649,1,3017
820,1,798
896,1,998
820,1,79
929,3,8711
914,4,3780.7
733,1,3669
680,1,418
704,1,6699
890,1,1699
821,1,798
610,1,1699
742,1,1699
733,1,76
794,1,1999
876,1,438
774,1,1748
643,1,99
810,1,988
712,1,1699
769,1,448
928,3,3748.1
889,1,448
731,1,998
729,1,269
748,1,6699
649,1,1899
731,1,798
768,1,2999
816,1,1599
879,1,2999
812,1,788
658,1,798
628,1,48
710,1,448
631,1,1699
761,1,998
646,1,1699
811,1,998
742,1,1699
906,13,13145
865,1,39
666,1,2989
764,1,99
681,1,76
922,3,1837
808,1,48
720,1,69
873,1,1748
825,16,13302.5
753,2,697
876,1,448
783,1,4688
867,1,567
813,1,729
684,1,998
749,1,175
929,3,548.1
688,1,2299
630,1,178
651,1,3719
785,1,79
700,1,3769
622,1,1748
612,1,2299
874,1,3759
788,1,269
869,1,38
621,1,59
677,1,99
929,3,3293
891,1,76
755,1,1699
868,1,798
890,1,3958
683,1,36
760,1,38
609,1,39
615,2,15387
666,1,138
929,3,345
774,1,39
684,1,48
929,3,1898.1
712,1,79
616,1,69
612,1,1699
885,1,2378
630,1,5330
698,1,998
794,1,2274
753,1,39
807,1,1699
894,1,2099
800,1,99
758,1,139
883,1,48
823,1,2999
917,4,2903.7
668,9,3268.4
920,4,803.9
610,1,99
721,1,39
625,1,99
733,2,96
928,3,315
695,1,16
715,1,998
659,1,998
682,1,48
644,1,48
781,1,318
621,1,1698
677,1,1699
867,1,79
786,1,28
750,1,42
685,1,1.9
685,1,79
720,1,998
779,1,69
756,1,99
781,1,3169
646,1,1699
894,1,448
871,1,2499
890,1,448
708,1,3569
721,1,178
750,1,79
781,1,3458
781,1,49
660,1,1999
900,11,7300
881,1,1699
915,4,734.5
813,1,5969
794,1,1699
817,1,1349
865,1,368
887,1,39
800,1,288
793,1,6287
758,1,3719
731,1,39
814,1,59
778,1,518
766,1,1699
800,1,1699
689,1,306
895,1,74
852,74,49730.1
731,1,279
730,1,48
800,1,99
736,1,299
787,1,279
873,1,48
613,1,129
782,1,166
917,4,992.9
756,1,3366
914,4,256.1
663,1,635
783,1,52
696,1,1399
612,1,48
717,1,6699
741,1,48
731,1,1999
793,1,888
764,1,557
702,1,448
785,1,39
914,4,4877
781,1,175
884,1,4069
653,1,2858
699,1,1299
886,1,688
721,1,69
924,3,1553
818,1,99
897,1,3569
695,1,9299
719,1,48
685,1,22.9
896,1,998
648,1,279
651,1,175
776,1,3669
630,1,3664
919,4,2010
706,1,89
759,1,1899
760,1,638
732,1,319
717,1,199
927,3,3132.9
868,1,378
663,1,4099
643,1,3769
871,1,3057
786,1,7499
770,1,1699
716,1,48
761,1,3169
652,1,1288
693,1,1698
778,1,1099
631,1,6699
891,1,3719
900,11,5933.9
706,1,7399
767,1,69
881,1,1698
790,1,39
756,1,349
658,1,118
615,1,718
820,1,48
643,1,537.5
786,1,469
785,1,1999
628,1,279
817,1,1499
693,1,39
742,1,1599
891,1,39
653,1,69
703,1,299
737,1,52
920,4,2724
697,1,299
646,1,299
892,1,72
740,1,79
706,1,198
787,1,164
894,1,738
784,1,448
918,4,6352
900,10,7578
918,4,8896
886,1,79
884,1,2638
764,1,528
665,1,1699
701,1,2499
683,1,798
760,1,2399
813,1,99
900,1,998
872,1,1899
647,1,69
868,1,3769
739,1,1599
813,1,3669
897,1,998
692,1,1699
733,1,279
824,1,6699
724,1,798
658,1,3648
890,1,279
754,1,178
663,1,998
881,1,48
896,1,48
706,1,178
775,1,8288
648,1,278
898,1,2999
700,1,279
769,1,99
887,1,6198
696,1,739
813,1,49
811,1,12999
652,1,1699
714,1,99
822,1,3619
900,11,13841.9
630,1,294
701,1,48
798,1,49
870,1,49
684,1,166
746,1,168
880,1,99
913,4,2926
722,1,39
766,1,3669
784,1,3169
884,1,34
728,1,48
824,1,1688
894,1,99
763,1,1499
819,1,48
818,1,48
737,1,299
729,1,3769
718,1,168
920,4,680.9
883,1,1999
879,1,838
690,1,79
658,1,1599
812,1,69
751,1,3569
912,4,6156.9
621,1,448
921,4,6454
890,1,99
660,1,48
739,1,39
893,1,1999
650,1,2610
763,1,48
751,1,448
763,1,39
810,1,399
614,1,1699
869,1,1689
611,1,998
826,15,22385
664,1,48
710,1,1599
820,1,6648
874,1,178
697,1,998
679,1,22480
795,1,448
712,1,178
711,1,279
777,1,3658
688,1,1999
611,1,1358
690,1,399
721,1,38
699,1,79
868,1,55
811,1,1188
813,1,3168
664,1,49
864,1,199
818,1,1599
877,1,288
800,1,1499
783,1,48
681,1,48
884,1,288
763,1,1688
710,1,2199
802,1,148
747,1,49
623,1,1299
711,1,1999
666,2,88
818,1,39
683,1,998
726,1,79
686,1,279
796,1,3819
806,1,479
873,1,79
871,1,175
748,1,5969
719,1,59
742,1,299
729,1,199
614,1,3669
798,1,7399
687,1,22480
763,1,3717
791,1,69
705,1,168
883,1,4688
895,1,619.5
651,1,49
803,1,1699
629,1,169
689,1,49
693,1,199
612,1,299
666,1,199
666,1,1199
720,1,259
775,1,79
929,3,2037
697,1,48
759,1,269
661,1,3269
809,1,2499
789,1,448
678,1,2579
862,1,469
737,1,1599
887,1,2788
880,1,448
788,1,79
664,1,4669
681,1,3936
726,1,1299
925,3,4156
817,1,5058
810,1,299
769,1,998
768,1,314
632,1,111
697,1,1599
666,1,59
817,1,3936
777,1,5758
819,1,8
651,1,6488
921,4,4083
708,1,3106
812,1,849
862,1,48
799,1,58
615,1,3669
676,1,739
655,1,79
820,1,448
881,1,52
889,1,798
619,1,418
914,4,9190
683,1,98
809,1,49
731,1,1699
714,1,189
811,1,798
791,1,1699
770,1,599
695,1,79
777,1,3669
893,1,48
886,1,3619
681,1,1299
804,1,1999
704,1,5969
684,1,269
889,1,989
685,1,59
779,1,138
783,1,79
781,1,48
877,1,169
620,1,199
626,2,989
824,1,2638
701,1,448.89
740,1,118
687,1,110
629,1,2388
814,1,29
744,1,1289.5
809,1,1999
613,1,79
700,1,3658
922,3,1322
677,1,1178
646,1,2178
763,1,169
722,1,1699
700,1,74
696,1,2499
743,1,99
824,1,998
699,1,79
775,1,169
773,1,399
883,1,2588
781,1,79
869,1,448
930,3,1406
737,1,99
623,1,99
870,1,48
691,1,58
717,1,7899
825,16,9345.3
893,1,478
929,3,6047.9
682,1,998
702,1,6648
677,1,1698
794,1,2588
816,1,2388
701,1,299
930,3,69
616,1,89
679,1,296.01
656,1,1599
871,1,57
730,1,3988
707,1,179
691,1,194.5
662,1,299
688,1,109
708,1,55
700,1,99
705,1,1
914,4,633.5
724,1,117
778,1,358
773,1,299
738,1,69
927,3,6255
685,1,39
693,1,849
609,2,218
927,3,1407
745,1,28.9
729,1,39
699,1,69
900,10,11838
742,1,49
613,1,99
732,1,79
627,1,688
814,1,1009.5
929,3,4155
892,1,3169
900,10,18206.9
921,4,2008
883,1,99
632,1,48
693,1,79
866,1,1199
823,1,79
722,1,99
650,1,69
924,3,1847
775,1,999
615,1,279
925,3,8485
889,1,1699
764,1,1699
743,4,32.7
723,1,1.5
913,4,6159
880,1,73
874,1,2388
703,1,5969
698,1,9
617,3,5.6
708,1,199
716,1,6587
631,1,319
702,1,3669
766,1,249
870,1,160
618,1,6299
736,1,798
685,1,279
898,1,3769
689,1,448
802,1,4169
707,1,4
655,1,199
616,1,3769
737,1,1699
682,1,1.9
645,1,1299
728,1,1.6
724,1,166
782,1,9
737,1,364
662,1,798
666,3,5.7
683,1,168
782,1,4
664,1,55
862,1,279
619,1,3719
780,1,4158
789,1,2.8
889,1,2399
662,1,1.8
735,1,268
818,1,199
735,1,3769
811,1,798
814,1,4158
797,1,3669
899,1,178
764,1,178
708,1,27.7
686,1,7.8
818,1,169
681,1,118
879,1,2185
620,1,99
769,1,69
678,1,798
798,1,319
877,1,4
619,1,48
795,1,279
689,1,418
755,1,319
610,1,178
678,1,2999
891,1,48
820,1,2258
884,1,1699
891,1,279
756,1,175
626,1,1299
824,1,49
876,1,55
875,1,1699
888,1,588
824,1,7.8
826,16,13081.4
913,4,4890
742,1,279
611,1,2.9
626,1,1299
691,1,178
808,1,55
735,1,2499
914,4,2805
914,4,3255
734,1,178
866,1,1699
754,1,309
705,1,2499
788,1,2199
721,1,3968
866,1,798
709,1,5.9
879,1,1.9
773,1,1999
818,1,2999
618,1,299
877,1,279
743,1,199
865,1,3468
618,1,1699
918,4,2975
760,1,1.5
877,1,2.9
930,3,9589.9
785,1,55
866,1,1699
685,1,1699
793,1,5.9
617,1,99
897,1,69
818,1,99
609,1,6699
679,1,48
717,1,3769
801,1,49
899,1,508
766,1,3468
740,1,1799
749,1,3699
738,1,49
691,2,19.6
887,1,2999
874,1,76
685,1,448
778,1,3658
781,1,3699
665,1,3769
795,1,2999
914,4,8535
873,1,2999
680,1,59
887,1,1899
821,1,5969
684,1,1299
811,1,3368
716,1,78
787,2,4756
892,1,99
815,1,418
917,4,3478
788,1,32
884,1,798
761,1,2399
917,4,6200.5
781,1,79
811,1,420
695,2,4236
665,1,178
813,1,4288
667,1,3669
659,1,1694
609,1,1698
756,1,166
926,3,224.7
700,1,3669
631,1,49
878,1,76
631,1,199
796,1,48
867,1,4269
928,3,1803.7
890,1,1899
701,1,418
693,1,2989
738,1,448
780,1,76
923,3,6686
787,1,179
709,1,1699
667,1,1689
615,1,99
924,3,2297
927,3,989
782,1,448
892,1,1698
790,1,3958
679,1,3669
861,1,99
695,1,5299
782,1,1999
619,1,48
872,1,6799
650,1,3658
760,1,1699
750,1,5969
694,1,5963
664,1,48
665,1,1698
678,1,1999
688,1,38
625,1,1997
820,1,1980
804,1,1699
631,1,2499
757,1,1699
872,1,3058
820,1,1999
614,1,79
872,1,48
718,1,28
875,1,198
628,1,998
711,1,5969
631,1,798
929,3,1275
738,1,166
804,1,3168
793,1,798
880,1,1799
700,1,178
651,1,1599
874,1,299
745,1,28
878,1,21490
877,1,1688
765,1,319
863,1,4868
706,1,249
762,1,299
914,4,261
620,1,1099
651,1,2989
698,1,1599
730,1,1499
884,1,3769
625,1,3968
667,9,5776.5
753,1,166
625,1,48
775,1,25.9
785,1,99
928,3,2614
812,1,2999
747,1,369
869,1,798
610,1,3588
881,1,537.89
758,1,566
821,1,79
766,1,2099
887,1,199
804,1,48
924,3,465.9
700,1,69
631,1,48
885,1,1699
755,1,279
778,1,48
726,1,79
915,4,575
775,1,99
694,1,410
916,4,1625.9
695,1,99
896,1,1499
926,3,8157
667,1,79
628,1,4868
691,1,39
690,1,299
783,1,1699
813,1,48
701,1,448
708,1,3619
861,1,2590
930,3,1647
916,4,7766.8
862,1,39
681,1,48
891,1,906
924,3,3503.9
705,1,2855
695,1,48
654,1,79
685,1,99
795,1,48
825,16,6691.1
763,1,48
684,1,99
609,1,1699
874,1,279
885,1,998
746,1,48
788,1,48
695,1,279
763,1,79
753,1,82
647,1,48
753,1,1748
778,1,1756
918,4,3488
874,1,288
924,3,6366
713,1,149
696,1,1699
724,1,448
892,1,99
872,1,175
769,1,49
925,3,5853
869,5,4055
646,1,99
677,1,175
615,1,1699
781,1,39
692,1,1699
679,1,418
816,4,3765
663,1,39
727,1,48
769,1,48
712,1,1699
818,1,3968
636,52,41602.9
815,1,1699
880,1,3669
688,1,369
657,1,39
899,1,2150
691,1,72
696,1,99
765,1,49
823,1,638
621,1,488
616,1,48
769,1,448
624,1,998
749,1,1499
768,1,48
742,1,269
745,1,4488
644,1,1599
806,1,79
772,1,199
707,1,175
609,1,72
656,1,2999
922,3,995
690,1,2499
884,1,998
787,1,1999
632,1,59
877,1,1689
685,1,3658
876,1,269
728,1,290
652,1,289
780,1,1699
761,1,48
773,1,360
695,1,99
895,1,98
821,1,166
895,1,1299
762,1,3769
887,1,79
681,1,798
668,9,6396
863,1,998
807,1,6899
919,4,7161.5
918,4,4888.8
915,4,16158
658,1,739
609,1,3769
745,1,3719
682,1,3759
684,1,2999
780,1,1698
695,1,76
686,1,189
913,4,3605
752,1,178
667,1,118
689,1,7499
748,1,1499
623,1,988
825,16,27052.3
728,1,1299
872,1,3658
777,1,998
893,1,79
803,1,4488
624,1,288
610,1,158
652,1,2548
654,1,799
745,1,39
878,1,128
823,1,3769
770,1,269
722,1,2299
609,1,5969
789,1,4169
881,1,37.21
732,1,3769
649,1,168
624,1,518
888,1,2999
826,16,14945.9
692,1,1999
629,1,7587
609,1,1999
698,1,48
759,1,299
659,1,10599
872,1,84
869,1,2589
817,1,3669
656,1,39
917,4,7892
730,1,3658
745,1,560
711,1,72
648,1,39
685,1,169
887,1,69
741,1,106
800,1,82
926,3,487.9
737,1,299
758,1,99
779,1,1899
766,1,22.9
789,1,448
884,1,448
880,1,3648
812,1,7399
820,1,49
864,1,99
724,1,3658
926,3,493.1
813,1,20686
916,4,1282.8
657,1,158
812,1,3769
900,11,11407.9
925,3,1102
811,1,1699
728,1,1598
769,1,1699
722,1,279
806,1,89
609,1,1249
918,4,8344
806,1,1999
622,1,99
892,1,39
655,1,112
746,1,48
880,1,1999
620,1,369
796,1,4158
804,1,1699
710,1,48
625,1,48
728,1,279
735,1,1748
921,4,514
754,1,448
729,1,2999
739,1,299
747,1,2999
745,1,199
921,4,5674.6
866,1,4048
869,1,2999
870,1,279
886,1,79
771,1,1699
725,1,1818
647,1,99
685,1,4568
792,1,48
742,1,598
681,1,1499
804,1,305
621,1,446
615,1,448
668,9,14374.9
733,1,448
693,1,39
793,1,998
790,1,199
929,3,4395.9
697,1,1799
686,1,1289
712,1,289
891,1,3669
722,1,48
710,1,99
768,1,55
818,1,111
742,1,1699
690,1,988
887,1,9399
781,1,448
